"prolific_id","n_hit","n_fa","n_miss","n_cr","acc_229","sum"
"545d37b5fdf99b7f9fca22cb",29,6,1,24,"88%",60
"55c2591cfdf99b4e1d73d685",25,13,5,15,"69%",58
"59875893b24ef30001419ddb",27,27,3,3,"50%",60
"59922ece7d29e70001730450",30,6,0,24,"90%",60
"5a98a5711ade740001b8eef0",25,1,5,29,"90%",60
"5aa18dc7dbdb470001ef2d72",19,2,11,28,"78%",60
"5aa8890a35237b0001131ea3",25,4,5,26,"85%",60
"5aacbb016be3fa00013a3251",10,10,16,12,"46%",48
"5b05a8f6b2cdec0001823d9c",30,0,0,30,"100%",60
"5b5f173d0b6e98000181c586",30,3,0,26,"95%",59
"5badf0aeae1d020001df2cc7",23,9,7,21,"73%",60
"5bc53ba2f8f76e00013cf1ee",24,1,6,29,"88%",60
"5be5efdfddf25500011bd882",26,6,3,24,"85%",59
"5bfb02443db90d0001f542bc",26,16,4,14,"67%",60
"5c07b16bfd9c08000170882a",30,3,0,27,"95%",60
"5c080c4737345100018a266c",27,2,1,27,"95%",57
"5c095f7316902000017f5ac3",30,2,0,28,"97%",60
"5c13b0bcb1c29000011c131c",23,3,6,27,"85%",59
"5c23396210677f0001dae38b",28,0,2,30,"97%",60
"5c37be1aa9872700014c6c80",27,13,3,16,"73%",59
"5c45cf748bb6fd00016455cb",21,10,7,19,"70%",57
"5c598b3704bbff000140a506",27,8,3,22,"82%",60
"5c612e1a6467ac0001b8122d",24,1,6,29,"88%",60
"5c61dea4c96fb30001016ad9",25,9,5,21,"77%",60
"5c6ff96f2d666100018c60f6",28,13,2,16,"75%",59
"5c79016954c5d600175fcbba",27,9,3,20,"80%",59
"5c864c76de8ae1000103cecf",30,5,0,24,"92%",59
"5c94dd61cb58ab0013b9d902",29,0,1,30,"98%",60
"5c9b0d631c8e140014d19fc5",29,9,0,21,"85%",59
"5d14f67aeccb8a0019bf7fdb",25,2,5,28,"88%",60
"5d262da76bd66700172661e1",22,2,5,27,"88%",56
"5d3c95ae98afa00015f636cb",23,15,7,14,"63%",59
"5d46d6a4b30ae500195788f0",30,3,0,27,"95%",60
"5d55d30631022a0016428e41",29,1,0,29,"98%",59
"5d604ab485c2de0016bad3a3",25,8,4,20,"79%",57
"5d6af10e8fabb6001a45d483",29,1,1,29,"97%",60
"5d7374ab99bf5b0018864719",27,2,3,28,"92%",60
"5d7676e5cac29f001978af7b",15,12,15,18,"55%",60
"5d78b90e37d53e001a06e5d8",18,0,4,22,"91%",44
"5d7e248487bade0001e6c172",27,1,3,29,"93%",60
"5d9db76a8d7922001729340e",27,10,3,20,"78%",60
"5daccba5ad1260001762c25b",27,2,3,28,"92%",60
"5db0c396ff30f700136bc805",29,0,1,30,"98%",60
"5db1db20830742000a4470b4",22,10,8,20,"70%",60
"5dbd6f66ecdd3f2b18dc2580",23,2,6,27,"86%",58
"5dc13c70444b6e0b1f51eec3",26,13,4,17,"72%",60
"5dcd5aa07e5deb02d76958d2",26,4,4,26,"87%",60
"5dd2759d98981d2840e20a09",27,9,3,20,"80%",59
"5de15e456247ef000dfc8b36",27,4,3,26,"88%",60
"5de9681e6f9b7e09ad24c326",28,2,2,28,"93%",60
"5dec0058da52232e71810e06",24,23,1,1,"51%",49
"5df3c9a0ef7f5e2a439e436e",29,2,1,27,"95%",59
"5df50a49a98a7a3924e4137e",21,10,8,19,"69%",58
"5dffc4c8265c80bee3e29c2d",26,1,4,29,"92%",60
"5e015e48946e97d428a04739",19,23,10,4,"41%",56
"5e0477f613ec50f00c452845",23,13,7,16,"66%",59
"5e095b09b6385323681f4097",24,3,1,20,"92%",48
"5e1f46d7ded49f273e668b53",25,3,5,27,"87%",60
"5e25529eab132b7bb83842f1",27,4,3,26,"88%",60
"5e316786814a08000dfb4bdb",30,3,0,27,"95%",60
"5e4167bcf0cb003996e25ca4",30,6,0,24,"90%",60
"5e42bca17e337314fd24894b",24,8,6,22,"77%",60
"5e45ae4754f56d099400d6df",21,1,9,29,"83%",60
"5e4ad10709a6b7000a37f918",25,4,3,24,"88%",56
"5e503fa37cbf4308d1131e52",27,9,3,21,"80%",60
"5e582888ad019803dba551c4",23,2,7,27,"85%",59
"5e5e449c85f6ea15d731714a",20,9,10,21,"68%",60
"5e601fc1a361d5000c494d70",25,13,4,17,"71%",59
"5e722b8cffc65d01103bbc8a",28,9,2,21,"82%",60
"5e77a0db24d7c931311dd356",28,7,2,22,"85%",59
"5e7bb30e3f9fe31d223a0f04",30,2,0,28,"97%",60
"5e7f717ffa7e820283155b82",17,11,12,19,"61%",59
"5e81f5cfb7838b90005982bd",27,11,3,15,"75%",56
"5e8208d95442a6028e919b7f",28,2,2,28,"93%",60
"5e8214099c77a703baa06067",28,1,2,29,"95%",60
"5e8233832ca9860790d4d2f5",27,4,3,26,"88%",60
"5e85eda5501bc3035b24d9eb",29,8,1,21,"85%",59
"5e889c2d3aa428000bbf212e",0,0,30,30,"50%",60
"5e89e89bf025be000c01eead",25,6,5,24,"82%",60
"5e8a38ffc5f477073ee6e9f3",28,3,2,27,"92%",60
"5e8b4b875ac5d50009845a7b",19,8,11,21,"68%",59
"5e8b811dcdbb58057efa41cd",26,2,4,28,"90%",60
"5e90f4e46e07c842cce01aa2",28,21,2,7,"60%",58
"5e916b5271c53949d696abba",24,4,6,25,"83%",59
"5e91bb3e4d246b4db5408d67",29,3,1,27,"93%",60
"5e9b09b6aff5bd0009133151",28,20,2,10,"63%",60
"5ea088cdb617dc06db511d08",25,0,5,30,"92%",60
"5ea6ff1a2180430a9ad065fa",23,11,7,19,"70%",60
"5ea95e9500721703bfe1f46b",30,3,0,27,"95%",60
"5eaecf00e002645a4e1f7417",16,11,11,19,"61%",57
"5eb170206e577a07e9954c65",29,6,1,24,"88%",60
"5eb29fb2f3a18001d2e58416",25,1,5,27,"90%",58
"5ebd50ddb6a8d902ad31d9ec",27,9,2,21,"81%",59
"5ebd5618c83ba403c47de464",30,3,0,27,"95%",60
"5ec06105afc3710d3ece8896",29,4,1,26,"92%",60
"5ec08b60b585e0347768bb09",0,0,30,30,"50%",60
"5ec251b67b846b0113ac8e5c",20,3,10,27,"78%",60
"5ec27310823652045f1e3597",30,8,0,22,"87%",60
"5ec3022338a19e143412435f",29,1,0,28,"98%",58
"5ec3b9e83f187802a6aa041e",24,5,6,25,"82%",60
"5ecbb2347a5125043b1d3588",26,4,4,26,"87%",60
"5ecd3478898cb206f41c86e0",26,8,3,21,"81%",58
"5ed416a5b45e9d0ca2e233f6",29,8,1,22,"85%",60
"5ed772653b309d023ca48655",28,6,1,24,"88%",59
"5eda126ec6a418029cb19e91",30,1,0,28,"98%",59
"5ede918b4280d611f9a38200",30,7,0,23,"88%",60
"5ede9653252ba51223688917",21,5,8,23,"77%",57
"5ee24067b1d0696a7834463e",22,6,5,22,"80%",55
"5ee4152d9776d110b4445fdf",29,20,0,10,"66%",59
"5ee77a7099ecf00464f49455",24,5,6,25,"82%",60
"5ee8ceb850ff321f9c977c5c",20,3,10,27,"78%",60
"5eea42003e537f10bc27959d",30,11,0,18,"81%",59
"5eeaa0ffaa6af11cf32ce057",17,14,13,16,"55%",60
"5eeb414cfe8e6a02516fc245",30,2,0,28,"97%",60
"5eeb78fa8931bf2d402dae9e",18,6,12,24,"70%",60
"5eec906e64e58301daaca6c0",27,1,3,29,"93%",60
"5eed15f46a9e0d11f19f405d",22,16,8,14,"60%",60
"5eed229c7c5a171282476bb8",30,8,0,21,"86%",59
"5eef09eb6db5543c11297022",21,13,9,17,"63%",60
"5ef5d56a65a4f102ee59634d",26,4,3,25,"88%",58
"5ef9a3f085fd347438975462",23,20,7,10,"55%",60
"5efa06a7540ce97e3ed866f8",28,7,2,23,"85%",60
"5efa131512ad19803bc3d2fd",26,3,4,27,"88%",60
"5efd2964d36f63162f263795",27,3,2,27,"92%",59
"5effb373e52eda0a74ec4015",24,3,6,26,"85%",59
"5f0094fc2e1a9e1b4ea12b2e",28,16,2,14,"70%",60
"5f01bf065d902430eb9e209b",29,3,1,27,"93%",60
"5f07c1e322eb5a4022095cbd",24,9,5,19,"75%",57
"5f09cb729bf14505753e5bd8",28,1,2,29,"95%",60
"5f0b062853f8960008793934",23,11,7,19,"70%",60
"5f1036d3e4b5530008812141",20,9,10,20,"68%",59
"5f10d1960878f0401ddc72ba",23,12,7,18,"68%",60
"5f1164d8aca7f8000cca2709",23,9,7,21,"73%",60
"5f1733f79af14006b505ed46",30,5,0,25,"92%",60
"5f1ddd17b44cb7301bc337ef",20,13,10,17,"62%",60
"5f1f19934d3c1c0c62cb319e",29,20,1,8,"64%",58
"5f207db04d3c1c3935e1b821",29,2,1,28,"95%",60
"5f22c8019c9a3b0008eb2f22",26,13,3,17,"73%",59
"5f2345de5a990d0f6226443c",29,11,1,19,"80%",60
"5f26d665a193a500095f564e",30,6,0,24,"90%",60
"5f2a942116fd782e845c42e9",28,12,2,18,"77%",60
"5f3244131f74f3194ba62f1b",27,7,2,23,"85%",59
"5f32b3927efd290120b866c7",30,2,0,28,"97%",60
"5f37f709b66267082f6f3992",30,1,0,28,"98%",59
"5f380897822a9e2bfd9c5963",18,4,6,17,"78%",45
"5f3ac193f436407465a3d08e",25,4,5,26,"85%",60
"5f3cf75f2982e903fb34b9f6",29,6,1,23,"88%",59
"5f3e8dbbf008950bf0646f39",25,5,5,25,"83%",60
"5f45282b8515140ace81cb44",22,18,8,12,"57%",60
"5f4557043bf01d125f02f01a",24,0,5,29,"91%",58
"5f477a85d919ec03cadfaddd",29,11,1,19,"80%",60
"5f47d4b3a08b212137abc4c7",25,8,5,21,"78%",59
"5f491a3555e3b941751215e2",29,3,0,27,"95%",59
"5f496df08d19d84cde035c29",25,16,5,14,"65%",60
"5f4b6001f958ee71ec91df89",18,15,12,14,"54%",59
"5f4b925345981175b1355872",26,7,3,22,"83%",58
"5f4e5f7594d42c0232e53b97",17,7,12,21,"67%",57
"5f50dcf27fc3a5275d7047c0",27,4,3,26,"88%",60
"5f5362c1a448d7668ec843e4",22,12,8,17,"66%",59
"5f578fcd87cb442352a8ac79",25,6,5,24,"82%",60
"5f58c7ea83941b059cfb928c",27,4,3,26,"88%",60
"5f59fd63f7e04902c806f680",25,13,4,17,"71%",59
"5f5b5fbd8ef13206a0f27805",16,6,14,24,"67%",60
"5f5c21d8af246b40932ec609",27,4,3,26,"88%",60
"5f5c947a5b5eb447ee802a19",24,8,5,21,"78%",58
"5f6481e71e733c21b974c52e",26,11,4,19,"75%",60
"5f66363877c78d1f9dc318bc",23,3,7,27,"83%",60
"5f672de82c0f4631857bb4a7",15,13,15,17,"53%",60
"5f67bc66777bfd3f9906742c",30,9,0,21,"85%",60
"5f68924358c48c0638b1eee1",16,15,13,14,"52%",58
"5f6a576e0e6c0e10b19b9b41",25,2,5,28,"88%",60
"5f6a7f502e98bc152bd3b037",12,27,18,3,"25%",60
"5f6cd5ce1758e90f12ae1123",13,17,16,11,"42%",57
"5f6f24f71b1cd746e9ded65e",29,2,1,28,"95%",60
"5f733f953409c7015fc43d26",28,7,2,23,"85%",60
"5f7345ef4b3fc3027203ecf1",26,2,2,27,"93%",57
"5f7627b46c029a08e8ca87a1",26,4,2,26,"90%",58
"5f7b2d43d76dea07bbf5b9bb",17,9,13,20,"63%",59
"5f7dd177bcf2a803e18fd2f0",28,12,2,18,"77%",60
"5f7f1e4acf7c770505c14357",29,2,1,28,"95%",60
"5f7f4a99ddc9cb0b87490fe9",28,6,1,24,"88%",59
"5f8370c6e0804f4fb492bcdc",28,10,1,20,"81%",59
"5f8472685956c40c720d0936",29,5,0,25,"92%",59
"5f848bc5c4a378107eedffca",18,18,8,8,"50%",52
"5f881e431b4e41266d8644ac",29,7,1,22,"86%",59
"5f8ac6980f0186179abb28d2",3,1,27,29,"53%",60
"5f8c6949a2761c3c8755772d",15,12,14,16,"54%",57
"5f9197367349ae010649ca35",30,10,0,20,"83%",60
"5f9475af4edd0629e1899a4c",29,1,1,29,"97%",60
"5f9daa7e3ec0713096cd9d36",26,4,4,26,"87%",60
"5fa015644fae0a00088d140d",20,12,10,18,"63%",60
"5fa10518f4aa581930bb58f5",28,7,0,23,"88%",58
"5fa9bdfbfd78fa2157098e2a",22,3,8,25,"81%",58
"5faa8121f8f5533a5c7f7a20",17,1,12,29,"78%",59
"5fab015ae4b1e658a20e8ec7",18,15,9,14,"57%",56
"5fabf06f8ac4180b6b16790e",27,0,3,30,"95%",60
"5fac47187dfda11d948deef7",30,5,0,25,"92%",60
"5fad93a0fa839512df7d52ab",24,6,6,24,"80%",60
"5fae5291ec402509e2885604",26,9,4,21,"78%",60
"5fae878f3cee45000adff644",30,1,0,29,"98%",60
"5faecac5d0a22f0576837497",27,4,2,25,"90%",58
"5faefdc33a31c611e148ce22",30,0,0,30,"100%",60
"5fb141ba6677855a1ef1f7a5",30,0,0,30,"100%",60
"5fb1bfc23029716fc7f3e210",24,2,6,28,"87%",60
"5fb3d42dc5d76c000aedf11d",30,2,0,28,"97%",60
"5fb3d69e4e1324000ac27455",30,3,0,27,"95%",60
"5fb43d1ad84de30d1cf25a6d",29,3,1,27,"93%",60
"5fb4d2d39274e9120d74f666",28,3,2,27,"92%",60
"5fb4f7e9de93bd2f4d233647",9,2,20,28,"63%",59
"5fb6de74ff456813688f32fc",28,2,1,28,"95%",59
"5fb8f31f49adcb695b174c8e",28,4,2,26,"90%",60
"5fbc03c8475c2906fcbe467e",28,0,2,30,"97%",60
"5fbc41ea2e82120f440136d9",24,5,6,24,"81%",59
"5fbe8e205c74b301dd3c949c",26,5,4,25,"85%",60
"5fbed5c801246a0a6d4889fb",29,6,1,23,"88%",59
"5fbfb3099d4fac2f7134943b",18,11,8,19,"66%",56
"5fbfb35136e42030b11b1d3c",23,13,6,17,"68%",59
"5fc096b618627203bbbff03e",28,3,2,27,"92%",60
"5fc64277766e2802dd28785d",22,5,7,24,"79%",58
"5fcb5f768c4bb789f899288f",16,15,14,14,"51%",59
"5fd0bab64cd78b1749d4cef6",27,1,3,28,"93%",59
"5fd2416e5061f30735e202e9",30,4,0,26,"93%",60
"5fd394142d643f016601af39",25,12,2,14,"74%",53
"5fd8a13aaf5bd723a0e0e3fa",26,4,4,26,"87%",60
"5fd941e0e383411330a06e2c",29,1,0,29,"98%",59
"5fdb467f3de890644c47206c",22,9,7,21,"73%",59
"5fe075e18bcb1f9880880ce2",25,8,5,22,"78%",60
"5fe226313e41f75659e4029d",29,5,1,25,"90%",60
"5fe23b8f29598a58fee0b230",28,2,2,28,"93%",60
"5fe6e04126fd080522237bf7",28,4,2,26,"90%",60
"5fe75ddffef4d157617afc85",29,8,1,22,"85%",60
"5feb3fa8c2bdebbc5d1a0ebf",25,9,5,21,"77%",60
"5feb9db7238d4b7c80de5f7d",25,8,5,22,"78%",60
"5ff27e3fad6c6d2a2f9a6011",26,15,4,15,"68%",60
"5ff37e0050a71994a54be514",22,2,8,28,"83%",60
"5ff61abe2ac133164d8958d3",25,8,4,22,"80%",59
"5ff675405edf4321a7fe49f4",28,14,2,15,"73%",59
"60009bb72723c617a6f5bed5",30,3,0,27,"95%",60
"60056c12a83e503d9b56c5b5",25,4,4,26,"86%",59
"6007287ed787d81a04d1410c",27,5,2,25,"88%",59
"6008b7087367795557f236cd",23,0,6,30,"90%",59
"60103c590ae5c22f34993278",30,5,0,25,"92%",60
"60115ec690cb860008ee3f9b",26,6,4,23,"83%",59
"601426dd52fa5e3963a926c8",25,0,4,29,"93%",58
"60143c0f36253d3c41e397d8",27,0,3,30,"95%",60
"60145246eadebd19d5d544a3",6,13,23,17,"39%",59
"60168f07be88ba1010fc4b1e",28,20,2,10,"63%",60
"6017a0b4246e5141a8557ab2",25,7,5,23,"80%",60
"6017eee639ce08aa5861fd56",23,13,6,17,"68%",59
"60181267b7dae051afe72527",28,1,2,29,"95%",60
"60182e417ce9b30277139c72",23,3,7,27,"83%",60
"60185125a263080a4243e740",26,6,1,23,"88%",56
"60188bd6df239a1617cce54f",30,1,0,29,"98%",60
"60194185dc1e1f00083cb6c6",13,4,14,24,"67%",55
"60196162abe00c035d37b4b9",27,7,1,20,"85%",55
"6019870c02683a0b378648c6",16,18,13,12,"47%",59
"60199372bd48490e12a0d92e",30,7,0,23,"88%",60
"6019b5b180b3ce13ea04df11",28,4,2,26,"90%",60
"601ab327889d5f33db020f98",30,3,0,27,"95%",60
"601aef8553aa4340c3c1ee67",26,2,3,26,"91%",57
"601b1a200826f748fac5fe13",27,1,2,29,"95%",59
"601bcd1833bf995c29cdaabb",30,1,0,29,"98%",60
"601c12364879f66821bae819",28,6,2,24,"87%",60
"601eb56665282d352860e41b",14,18,11,8,"43%",51
"602132289ca8fa07b179a9c7",26,2,4,28,"90%",60
"60216d4e9acb1812b9b549df",29,2,1,28,"95%",60
"602171055d5b3313c3a39cf0",30,5,0,25,"92%",60
"60224092ed109a300239d920",27,4,3,26,"88%",60
"6023aef5c065f603b25cc126",20,14,9,16,"61%",59
"602537bf6292a7016a3b8ca0",17,0,6,20,"86%",43
"60253f70e3734903217abed1",24,3,5,27,"86%",59
"6027192deaecac157dfebd4a",17,15,13,15,"53%",60
"6027a9db556222222b5668e7",15,7,15,23,"63%",60
"6027b3759516735a4b497150",30,1,0,29,"98%",60
"602870c955736d1c913893c7",25,10,2,18,"78%",55
"60295da4f4090f3180785c4b",0,0,23,28,"55%",51
"602a79ad86b0770624288e16",29,4,1,26,"92%",60
"602a8a02aa844c09dcb58723",20,2,9,27,"81%",58
"602b2d3fb9bd922649dcb9c5",14,16,14,13,"47%",57
"602bfb0e85fd0040cd972c41",13,12,14,16,"53%",55
"602f33eb166df7c14953e825",23,11,7,19,"70%",60
"602fd3dfaece2bd458c1b7cf",22,4,0,14,"90%",40
"602fe20f2d682dd71673dc04",22,5,7,25,"80%",59
"6030fd3ba11bc8fb5a7e90c1",19,7,9,20,"71%",55
"60318ef24ad77a10fe4ee307",30,10,0,20,"83%",60
"60323cf610c7c1204961d857",23,1,2,24,"94%",50
"6032e55d6c0b933643a7a561",25,18,5,12,"62%",60
"6032ff11977e11381ff8603b",28,1,1,29,"97%",59
"6034c980ed0b01ce54264e32",28,1,2,26,"95%",57
"603541012bb2d79bcd0a7d25",29,4,1,26,"92%",60
"603596ef5c0c3206e41bfb4c",29,5,1,25,"90%",60
"6035aa763287825073426273",29,11,0,17,"81%",57
"603953e7302d0728f1519ad7",30,5,0,24,"92%",59
"603ac38e16b38973a326658c",26,11,4,19,"75%",60
"603af68f8d9a2b7881a2aebe",28,3,2,26,"92%",59
"603ca7828d9a2ba67a41342f",28,2,1,28,"95%",59
"603cb9eeb54e6ca8b5294c2e",28,14,2,14,"72%",58
"603d4fe6945077c526f54762",22,11,7,19,"69%",59
"6040093e0a7ed41aeb718833",23,0,7,30,"88%",60
"6040bea12c052c3106be9163",26,7,3,21,"82%",57
"6041daa3bf7f411e952f370c",9,0,16,19,"64%",44
"60455b5049cb5f6961abf663",27,0,3,29,"95%",59
"604642afab11690a6c1680c0",30,0,0,30,"100%",60
"604687e5b91a1b09dc720042",22,5,6,24,"81%",57
"604787f73109262a0e388a15",12,5,13,16,"61%",46
"6047b7e4e00094000b1c5f7a",23,7,7,23,"77%",60
"6047c18cb0f594062ac39158",24,12,5,18,"71%",59
"60487525ce38371d1b941362",28,3,0,22,"94%",53
"60488c60f2bca6bd9af97a66",25,2,4,28,"90%",59
"604b97cda0d3eedc0dee5245",22,14,8,12,"61%",56
"604d242c7c866fc358db7d48",26,1,3,27,"93%",57
"604dfdb4cbc22ea42280e20b",27,6,3,24,"85%",60
